Date,Vegetable,Noida Price
15-05-2022,Ladies Finger,18
16-05-2022,Ladies Finger,18
17-05-2022,Ladies Finger,18
18-05-2022,Ladies Finger,30
19-05-2022,Ladies Finger,30
20-05-2022,Ladies Finger,30
21-05-2022,Ladies Finger,38
22-05-2022,Ladies Finger,38
23-05-2022,Ladies Finger,38
24-05-2022,Ladies Finger,38
25-05-2022,Ladies Finger,40
26-05-2022,Ladies Finger,40
27-05-2022,Ladies Finger,40
28-05-2022,Ladies Finger,37
29-05-2022,Ladies Finger,37
30-05-2022,Ladies Finger,37
31-05-2022,Ladies Finger,37
01-06-2022,Ladies Finger,32
02-06-2022,Ladies Finger,32
03-06-2022,Ladies Finger,32
04-06-2022,Ladies Finger,33
05-06-2022,Ladies Finger,33
06-06-2022,Ladies Finger,33
07-06-2022,Ladies Finger,35
08-06-2022,Ladies Finger,35
09-06-2022,Ladies Finger,35
10-06-2022,Ladies Finger,35
11-06-2022,Ladies Finger,42
12-06-2022,Ladies Finger,42
13-06-2022,Ladies Finger,42
14-06-2022,Ladies Finger,43
15-06-2022,Ladies Finger,43
16-06-2022,Ladies Finger,43
17-06-2022,Ladies Finger,43
18-06-2022,Ladies Finger,34
19-06-2022,Ladies Finger,34
20-06-2022,Ladies Finger,36
21-06-2022,Ladies Finger,36
22-06-2022,Ladies Finger,36
23-06-2022,Ladies Finger,34
24-06-2022,Ladies Finger,34
25-06-2022,Ladies Finger,34
26-06-2022,Ladies Finger,34
27-06-2022,Ladies Finger,32
28-06-2022,Ladies Finger,32
29-06-2022,Ladies Finger,32
30-06-2022,Ladies Finger,32
01-07-2022,Ladies Finger,32
02-07-2022,Ladies Finger,32
03-07-2022,Ladies Finger,32
04-07-2022,Ladies Finger,36
05-07-2022,Ladies Finger,36
06-07-2022,Ladies Finger,36
07-07-2022,Ladies Finger,36
08-07-2022,Ladies Finger,36
09-07-2022,Ladies Finger,33
10-07-2022,Ladies Finger,33
11-07-2022,Ladies Finger,33
12-07-2022,Ladies Finger,32
13-07-2022,Ladies Finger,32
14-07-2022,Ladies Finger,30
15-07-2022,Ladies Finger,30
16-07-2022,Ladies Finger,30
17-07-2022,Ladies Finger,37
18-07-2022,Ladies Finger,37
19-07-2022,Ladies Finger,37
20-07-2022,Ladies Finger,37
21-07-2022,Ladies Finger,37
22-07-2022,Ladies Finger,37
23-07-2022,Ladies Finger,37
24-07-2022,Ladies Finger,33
25-07-2022,Ladies Finger,33
26-07-2022,Ladies Finger,33
27-07-2022,Ladies Finger,33
28-07-2022,Ladies Finger,33
29-07-2022,Ladies Finger,33
30-07-2022,Ladies Finger,33
31-07-2022,Ladies Finger,33
01-08-2022,Ladies Finger,34
02-08-2022,Ladies Finger,34
03-08-2022,Ladies Finger,34
04-08-2022,Ladies Finger,37
05-08-2022,Ladies Finger,37
06-08-2022,Ladies Finger,37
07-08-2022,Ladies Finger,37
08-08-2022,Ladies Finger,36
09-08-2022,Ladies Finger,36
10-08-2022,Ladies Finger,36
11-08-2022,Ladies Finger,36
12-08-2022,Ladies Finger,36
13-08-2022,Ladies Finger,31
14-08-2022,Ladies Finger,31
15-08-2022,Ladies Finger,31
16-08-2022,Ladies Finger,31
17-08-2022,Ladies Finger,31
18-08-2022,Ladies Finger,37
19-08-2022,Ladies Finger,37
20-08-2022,Ladies Finger,37
21-08-2022,Ladies Finger,34
22-08-2022,Ladies Finger,34
23-08-2022,Ladies Finger,34
24-08-2022,Ladies Finger,22
25-08-2022,Ladies Finger,22
26-08-2022,Ladies Finger,21
27-08-2022,Ladies Finger,21
28-08-2022,Ladies Finger,21
29-08-2022,Ladies Finger,21
30-08-2022,Ladies Finger,25
31-08-2022,Ladies Finger,25
01-09-2022,Ladies Finger,22
02-09-2022,Ladies Finger,22
03-09-2022,Ladies Finger,22
04-09-2022,Ladies Finger,22
05-09-2022,Ladies Finger,22
06-09-2022,Ladies Finger,20
07-09-2022,Ladies Finger,20
08-09-2022,Ladies Finger,20
09-09-2022,Ladies Finger,20
10-09-2022,Ladies Finger,24
11-09-2022,Ladies Finger,20
12-09-2022,Ladies Finger,20
13-09-2022,Ladies Finger,20
14-09-2022,Ladies Finger,20
15-09-2022,Ladies Finger,20
16-09-2022,Ladies Finger,23
17-09-2022,Ladies Finger,23
18-09-2022,Ladies Finger,23
19-09-2022,Ladies Finger,18
20-09-2022,Ladies Finger,18
21-09-2022,Ladies Finger,18
22-09-2022,Ladies Finger,23
23-09-2022,Ladies Finger,23
24-09-2022,Ladies Finger,23
25-09-2022,Ladies Finger,25
26-09-2022,Ladies Finger,25
27-09-2022,Ladies Finger,25
28-09-2022,Ladies Finger,21
29-09-2022,Ladies Finger,21
30-09-2022,Ladies Finger,20
01-10-2022,Ladies Finger,20
02-10-2022,Ladies Finger,20
03-10-2022,Ladies Finger,22
04-10-2022,Ladies Finger,22
05-10-2022,Ladies Finger,22
06-10-2022,Ladies Finger,24
07-10-2022,Ladies Finger,24
08-10-2022,Ladies Finger,20
09-10-2022,Ladies Finger,20
10-10-2022,Ladies Finger,20
11-10-2022,Ladies Finger,20
12-10-2022,Ladies Finger,22
13-10-2022,Ladies Finger,22
14-10-2022,Ladies Finger,22
15-10-2022,Ladies Finger,24
16-10-2022,Ladies Finger,24
17-10-2022,Ladies Finger,24
18-10-2022,Ladies Finger,22
19-10-2022,Ladies Finger,22
20-10-2022,Ladies Finger,22
21-10-2022,Ladies Finger,22
22-10-2022,Ladies Finger,22
23-10-2022,Ladies Finger,22
24-10-2022,Ladies Finger,21
25-10-2022,Ladies Finger,21
26-10-2022,Ladies Finger,21
27-10-2022,Ladies Finger,23
28-10-2022,Ladies Finger,23
29-10-2022,Ladies Finger,21
30-10-2022,Ladies Finger,21
31-10-2022,Ladies Finger,21
01-11-2022,Ladies Finger,21
02-11-2022,Ladies Finger,21
03-11-2022,Ladies Finger,21
04-11-2022,Ladies Finger,21
05-11-2022,Ladies Finger,21
06-11-2022,Ladies Finger,21
07-11-2022,Ladies Finger,21
08-11-2022,Ladies Finger,21
09-11-2022,Ladies Finger,20
10-11-2022,Ladies Finger,20
11-11-2022,Ladies Finger,20
12-11-2022,Ladies Finger,23
13-11-2022,Ladies Finger,23
14-11-2022,Ladies Finger,23
15-11-2022,Ladies Finger,23
16-11-2022,Ladies Finger,23
17-11-2022,Ladies Finger,23
18-11-2022,Ladies Finger,28
19-11-2022,Ladies Finger,28
20-11-2022,Ladies Finger,28
21-11-2022,Ladies Finger,26
22-11-2022,Ladies Finger,26
23-11-2022,Ladies Finger,26
24-11-2022,Ladies Finger,28
25-11-2022,Ladies Finger,28
26-11-2022,Ladies Finger,32
27-11-2022,Ladies Finger,32
28-11-2022,Ladies Finger,32
29-11-2022,Ladies Finger,32
30-11-2022,Ladies Finger,27
01-12-2022,Ladies Finger,27
02-12-2022,Ladies Finger,27
03-12-2022,Ladies Finger,31
04-12-2022,Ladies Finger,31
05-12-2022,Ladies Finger,31
06-12-2022,Ladies Finger,31
07-12-2022,Ladies Finger,30
08-12-2022,Ladies Finger,30
09-12-2022,Ladies Finger,30
10-12-2022,Ladies Finger,29
11-12-2022,Ladies Finger,29
12-12-2022,Ladies Finger,29
13-12-2022,Ladies Finger,29
14-12-2022,Ladies Finger,31
15-12-2022,Ladies Finger,31
16-12-2022,Ladies Finger,31
17-12-2022,Ladies Finger,31
18-12-2022,Ladies Finger,33
19-12-2022,Ladies Finger,33
20-12-2022,Ladies Finger,33
21-12-2022,Ladies Finger,33
22-12-2022,Ladies Finger,30
23-12-2022,Ladies Finger,30
24-12-2022,Ladies Finger,28
25-12-2022,Ladies Finger,28
26-12-2022,Ladies Finger,28
27-12-2022,Ladies Finger,28
28-12-2022,Ladies Finger,28
29-12-2022,Ladies Finger,29
30-12-2022,Ladies Finger,29
31-12-2022,Ladies Finger,29
01-01-2023,Ladies Finger,29
02-01-2023,Ladies Finger,31
03-01-2023,Ladies Finger,31
04-01-2023,Ladies Finger,30
05-01-2023,Ladies Finger,30
06-01-2023,Ladies Finger,30
07-01-2023,Ladies Finger,30
08-01-2023,Ladies Finger,31
09-01-2023,Ladies Finger,31
10-01-2023,Ladies Finger,31
11-01-2023,Ladies Finger,30
12-01-2023,Ladies Finger,30
13-01-2023,Ladies Finger,30
14-01-2023,Ladies Finger,32
15-01-2023,Ladies Finger,32
16-01-2023,Ladies Finger,32
17-01-2023,Ladies Finger,32
18-01-2023,Ladies Finger,31
19-01-2023,Ladies Finger,31
20-01-2023,Ladies Finger,30
21-01-2023,Ladies Finger,31
22-01-2023,Ladies Finger,31
23-01-2023,Ladies Finger,31
24-01-2023,Ladies Finger,31
25-01-2023,Ladies Finger,33
26-01-2023,Ladies Finger,33
27-01-2023,Ladies Finger,33
28-01-2023,Ladies Finger,39
29-01-2023,Ladies Finger,39
30-01-2023,Ladies Finger,39
31-01-2023,Ladies Finger,44
01-02-2023,Ladies Finger,44
02-02-2023,Ladies Finger,44
03-02-2023,Ladies Finger,44
04-02-2023,Ladies Finger,44
05-02-2023,Ladies Finger,44
06-02-2023,Ladies Finger,47
07-02-2023,Ladies Finger,47
08-02-2023,Ladies Finger,47
09-02-2023,Ladies Finger,42
10-02-2023,Ladies Finger,42
11-02-2023,Ladies Finger,42
12-02-2023,Ladies Finger,42
13-02-2023,Ladies Finger,42
14-02-2023,Ladies Finger,42
15-02-2023,Ladies Finger,42
16-02-2023,Ladies Finger,40
17-02-2023,Ladies Finger,40
18-02-2023,Ladies Finger,40
19-02-2023,Ladies Finger,43
20-02-2023,Ladies Finger,43
21-02-2023,Ladies Finger,43
22-02-2023,Ladies Finger,43
23-02-2023,Ladies Finger,44
24-02-2023,Ladies Finger,44
25-02-2023,Ladies Finger,41
26-02-2023,Ladies Finger,41
27-02-2023,Ladies Finger,41
28-02-2023,Ladies Finger,40
01-03-2023,Ladies Finger,40
02-03-2023,Ladies Finger,40
03-03-2023,Ladies Finger,40
04-03-2023,Ladies Finger,49
05-03-2023,Ladies Finger,49
06-03-2023,Ladies Finger,49
07-03-2023,Ladies Finger,49
08-03-2023,Ladies Finger,49
09-03-2023,Ladies Finger,49
10-03-2023,Ladies Finger,45
11-03-2023,Ladies Finger,45
12-03-2023,Ladies Finger,45
13-03-2023,Ladies Finger,45
14-03-2023,Ladies Finger,50
15-03-2023,Ladies Finger,50
16-03-2023,Ladies Finger,50
17-03-2023,Ladies Finger,47
18-03-2023,Ladies Finger,47
19-03-2023,Ladies Finger,40
20-03-2023,Ladies Finger,40
21-03-2023,Ladies Finger,40
22-03-2023,Ladies Finger,40
23-03-2023,Ladies Finger,40
24-03-2023,Ladies Finger,40
25-03-2023,Ladies Finger,40
26-03-2023,Ladies Finger,47
27-03-2023,Ladies Finger,47
28-03-2023,Ladies Finger,47
29-03-2023,Ladies Finger,50
30-03-2023,Ladies Finger,50
31-03-2023,Ladies Finger,50
01-02-2022,Pumpkin,23
02-02-2022,Pumpkin,21
03-02-2022,Pumpkin,21
04-02-2022,Pumpkin,21
05-02-2022,Pumpkin,26
06-02-2022,Pumpkin,26
07-02-2022,Pumpkin,26
08-02-2022,Pumpkin,23
09-02-2022,Pumpkin,23
10-02-2022,Pumpkin,23
11-02-2022,Pumpkin,23
12-02-2022,Pumpkin,21
13-02-2022,Pumpkin,21
14-02-2022,Pumpkin,24
15-02-2022,Pumpkin,24
16-02-2022,Pumpkin,24
17-02-2022,Pumpkin,24
18-02-2022,Pumpkin,24
19-02-2022,Pumpkin,24
20-02-2022,Pumpkin,23
21-02-2022,Pumpkin,23
22-02-2022,Pumpkin,23
23-02-2022,Pumpkin,23
24-02-2022,Pumpkin,23
25-02-2022,Pumpkin,23
26-02-2022,Pumpkin,25
27-02-2022,Pumpkin,25
28-02-2022,Pumpkin,27
01-03-2022,Pumpkin,27
02-03-2022,Pumpkin,27
03-03-2022,Pumpkin,27
04-03-2022,Pumpkin,21
05-03-2022,Pumpkin,21
06-03-2022,Pumpkin,21
07-03-2022,Pumpkin,20
08-03-2022,Pumpkin,20
09-03-2022,Pumpkin,23
10-03-2022,Pumpkin,23
11-03-2022,Pumpkin,23
12-03-2022,Pumpkin,23
13-03-2022,Pumpkin,23
14-03-2022,Pumpkin,21
15-03-2022,Pumpkin,21
16-03-2022,Pumpkin,21
17-03-2022,Pumpkin,26
18-03-2022,Pumpkin,26
19-03-2022,Pumpkin,26
20-03-2022,Pumpkin,25
21-03-2022,Pumpkin,25
22-03-2022,Pumpkin,21
23-03-2022,Pumpkin,21
24-03-2022,Pumpkin,21
25-03-2022,Pumpkin,26
26-03-2022,Pumpkin,26
27-03-2022,Pumpkin,26
28-03-2022,Pumpkin,22
29-03-2022,Pumpkin,22
30-03-2022,Pumpkin,22
31-03-2022,Pumpkin,22
01-04-2022,Pumpkin,27
02-04-2022,Pumpkin,27
03-04-2022,Pumpkin,27
04-04-2022,Pumpkin,26
05-04-2022,Pumpkin,26
06-04-2022,Pumpkin,26
07-04-2022,Pumpkin,26
08-04-2022,Pumpkin,26
09-04-2022,Pumpkin,26
10-04-2022,Pumpkin,23
11-04-2022,Pumpkin,23
12-04-2022,Pumpkin,23
13-04-2022,Pumpkin,25
14-04-2022,Pumpkin,25
15-04-2022,Pumpkin,25
16-04-2022,Pumpkin,25
17-04-2022,Pumpkin,25
18-04-2022,Pumpkin,25
19-04-2022,Pumpkin,25
20-04-2022,Pumpkin,25
21-04-2022,Pumpkin,25
22-04-2022,Pumpkin,25
23-04-2022,Pumpkin,25
24-04-2022,Pumpkin,25
25-04-2022,Pumpkin,25
26-04-2022,Pumpkin,25
27-04-2022,Pumpkin,20
28-04-2022,Pumpkin,20
29-04-2022,Pumpkin,20
30-04-2022,Pumpkin,23
01-05-2022,Pumpkin,23
02-05-2022,Pumpkin,27
03-05-2022,Pumpkin,27
04-05-2022,Pumpkin,27
05-05-2022,Pumpkin,20
06-05-2022,Pumpkin,20
07-05-2022,Pumpkin,20
08-05-2022,Pumpkin,20
09-05-2022,Pumpkin,20
10-05-2022,Pumpkin,20
11-05-2022,Pumpkin,26
12-05-2022,Pumpkin,26
13-05-2022,Pumpkin,26
14-05-2022,Pumpkin,26
15-05-2022,Pumpkin,24
16-05-2022,Pumpkin,24
17-05-2022,Pumpkin,24
18-05-2022,Pumpkin,20
19-05-2022,Pumpkin,20
20-05-2022,Pumpkin,20
21-05-2022,Pumpkin,27
22-05-2022,Pumpkin,27
23-05-2022,Pumpkin,27
24-05-2022,Pumpkin,27
25-05-2022,Pumpkin,25
26-05-2022,Pumpkin,25
27-05-2022,Pumpkin,25
28-05-2022,Pumpkin,22
29-05-2022,Pumpkin,22
30-05-2022,Pumpkin,22
31-05-2022,Pumpkin,22
01-06-2022,Pumpkin,23
02-06-2022,Pumpkin,23
03-06-2022,Pumpkin,23
04-06-2022,Pumpkin,26
05-06-2022,Pumpkin,26
06-06-2022,Pumpkin,26
07-06-2022,Pumpkin,24
08-06-2022,Pumpkin,24
09-06-2022,Pumpkin,24
10-06-2022,Pumpkin,24
11-06-2022,Pumpkin,27
12-06-2022,Pumpkin,27
13-06-2022,Pumpkin,27
14-06-2022,Pumpkin,21
15-06-2022,Pumpkin,21
16-06-2022,Pumpkin,21
17-06-2022,Pumpkin,21
18-06-2022,Pumpkin,26
19-06-2022,Pumpkin,26
20-06-2022,Pumpkin,26
21-06-2022,Pumpkin,26
22-06-2022,Pumpkin,26
23-06-2022,Pumpkin,26
24-06-2022,Pumpkin,26
25-06-2022,Pumpkin,26
26-06-2022,Pumpkin,26
27-06-2022,Pumpkin,23
28-06-2022,Pumpkin,23
29-06-2022,Pumpkin,23
30-06-2022,Pumpkin,23
01-07-2022,Pumpkin,27
02-07-2022,Pumpkin,27
03-07-2022,Pumpkin,27
04-07-2022,Pumpkin,27
05-07-2022,Pumpkin,27
06-07-2022,Pumpkin,27
07-07-2022,Pumpkin,27
08-07-2022,Pumpkin,27
09-07-2022,Pumpkin,23
10-07-2022,Pumpkin,23
11-07-2022,Pumpkin,23
12-07-2022,Pumpkin,23
13-07-2022,Pumpkin,23
14-07-2022,Pumpkin,27
15-07-2022,Pumpkin,27
16-07-2022,Pumpkin,27
17-07-2022,Pumpkin,27
18-07-2022,Pumpkin,27
19-07-2022,Pumpkin,27
20-07-2022,Pumpkin,27
21-07-2022,Pumpkin,20
22-07-2022,Pumpkin,20
23-07-2022,Pumpkin,20
24-07-2022,Pumpkin,26
25-07-2022,Pumpkin,26
26-07-2022,Pumpkin,26
27-07-2022,Pumpkin,26
28-07-2022,Pumpkin,26
29-07-2022,Pumpkin,26
30-07-2022,Pumpkin,26
31-07-2022,Pumpkin,26
01-08-2022,Pumpkin,26
02-08-2022,Pumpkin,26
03-08-2022,Pumpkin,26
04-08-2022,Pumpkin,21
05-08-2022,Pumpkin,21
06-08-2022,Pumpkin,21
07-08-2022,Pumpkin,21
08-08-2022,Pumpkin,27
09-08-2022,Pumpkin,27
10-08-2022,Pumpkin,27
11-08-2022,Pumpkin,27
12-08-2022,Pumpkin,27
13-08-2022,Pumpkin,23
14-08-2022,Pumpkin,23
15-08-2022,Pumpkin,23
16-08-2022,Pumpkin,23
17-08-2022,Pumpkin,23
18-08-2022,Pumpkin,26
19-08-2022,Pumpkin,26
20-08-2022,Pumpkin,26
21-08-2022,Pumpkin,22
22-08-2022,Pumpkin,22
23-08-2022,Pumpkin,22
24-08-2022,Pumpkin,25
25-08-2022,Pumpkin,25
26-08-2022,Pumpkin,22
27-08-2022,Pumpkin,22
28-08-2022,Pumpkin,22
29-08-2022,Pumpkin,22
30-08-2022,Pumpkin,21
31-08-2022,Pumpkin,21
01-09-2022,Pumpkin,25
02-09-2022,Pumpkin,25
03-09-2022,Pumpkin,25
04-09-2022,Pumpkin,25
05-09-2022,Pumpkin,22
06-09-2022,Pumpkin,20
07-09-2022,Pumpkin,20
08-09-2022,Pumpkin,20
09-09-2022,Pumpkin,20
10-09-2022,Pumpkin,21
11-09-2022,Pumpkin,27
12-09-2022,Pumpkin,27
13-09-2022,Pumpkin,27
14-09-2022,Pumpkin,27
15-09-2022,Pumpkin,27
16-09-2022,Pumpkin,22
17-09-2022,Pumpkin,22
18-09-2022,Pumpkin,22
19-09-2022,Pumpkin,26
20-09-2022,Pumpkin,26
21-09-2022,Pumpkin,26
22-09-2022,Pumpkin,26
23-09-2022,Pumpkin,26
24-09-2022,Pumpkin,26
25-09-2022,Pumpkin,28
26-09-2022,Pumpkin,28
27-09-2022,Pumpkin,28
28-09-2022,Pumpkin,28
29-09-2022,Pumpkin,28
30-09-2022,Pumpkin,27
01-10-2022,Pumpkin,27
02-10-2022,Pumpkin,27
03-10-2022,Pumpkin,27
04-10-2022,Pumpkin,27
05-10-2022,Pumpkin,27
06-10-2022,Pumpkin,24
07-10-2022,Pumpkin,24
08-10-2022,Pumpkin,24
09-10-2022,Pumpkin,24
10-10-2022,Pumpkin,24
11-10-2022,Pumpkin,24
12-10-2022,Pumpkin,24
13-10-2022,Pumpkin,24
14-10-2022,Pumpkin,24
15-10-2022,Pumpkin,30
16-10-2022,Pumpkin,30
17-10-2022,Pumpkin,30
18-10-2022,Pumpkin,30
19-10-2022,Pumpkin,30
20-10-2022,Pumpkin,30
21-10-2022,Pumpkin,30
22-10-2022,Pumpkin,30
23-10-2022,Pumpkin,30
24-10-2022,Pumpkin,25
25-10-2022,Pumpkin,25
26-10-2022,Pumpkin,25
27-10-2022,Pumpkin,30
28-10-2022,Pumpkin,30
29-10-2022,Pumpkin,25
30-10-2022,Pumpkin,25
31-10-2022,Pumpkin,25
01-11-2022,Pumpkin,25
02-11-2022,Pumpkin,25
03-11-2022,Pumpkin,30
04-11-2022,Pumpkin,30
05-11-2022,Pumpkin,30
06-11-2022,Pumpkin,28
07-11-2022,Pumpkin,28
08-11-2022,Pumpkin,28
09-11-2022,Pumpkin,25
10-11-2022,Pumpkin,25
11-11-2022,Pumpkin,25
12-11-2022,Pumpkin,26
13-11-2022,Pumpkin,26
14-11-2022,Pumpkin,26
15-11-2022,Pumpkin,26
16-11-2022,Pumpkin,26
17-11-2022,Pumpkin,26
18-11-2022,Pumpkin,25
19-11-2022,Pumpkin,25
20-11-2022,Pumpkin,25
21-11-2022,Pumpkin,26
22-11-2022,Pumpkin,26
23-11-2022,Pumpkin,26
24-11-2022,Pumpkin,30
25-11-2022,Pumpkin,30
26-11-2022,Pumpkin,26
27-11-2022,Pumpkin,26
28-11-2022,Pumpkin,30
29-11-2022,Pumpkin,30
30-11-2022,Pumpkin,26
01-12-2022,Pumpkin,26
02-12-2022,Pumpkin,26
03-12-2022,Pumpkin,27
04-12-2022,Pumpkin,27
05-12-2022,Pumpkin,27
06-12-2022,Pumpkin,27
07-12-2022,Pumpkin,28
08-12-2022,Pumpkin,28
09-12-2022,Pumpkin,28
10-12-2022,Pumpkin,25
11-12-2022,Pumpkin,25
12-12-2022,Pumpkin,25
13-12-2022,Pumpkin,25
14-12-2022,Pumpkin,26
15-12-2022,Pumpkin,26
16-12-2022,Pumpkin,26
17-12-2022,Pumpkin,26
18-12-2022,Pumpkin,28
19-12-2022,Pumpkin,28
20-12-2022,Pumpkin,28
21-12-2022,Pumpkin,28
22-12-2022,Pumpkin,26
23-12-2022,Pumpkin,26
24-12-2022,Pumpkin,27
25-12-2022,Pumpkin,27
26-12-2022,Pumpkin,27
27-12-2022,Pumpkin,28
28-12-2022,Pumpkin,28
29-12-2022,Pumpkin,30
30-12-2022,Pumpkin,30
31-12-2022,Pumpkin,30
01-01-2023,Pumpkin,30
02-01-2023,Pumpkin,28
03-01-2023,Pumpkin,28
04-01-2023,Pumpkin,26
05-01-2023,Pumpkin,26
06-01-2023,Pumpkin,26
07-01-2023,Pumpkin,26
08-01-2023,Pumpkin,26
09-01-2023,Pumpkin,26
10-01-2023,Pumpkin,26
11-01-2023,Pumpkin,29
12-01-2023,Pumpkin,29
13-01-2023,Pumpkin,29
14-01-2023,Pumpkin,26
15-01-2023,Pumpkin,26
16-01-2023,Pumpkin,26
17-01-2023,Pumpkin,26
18-01-2023,Pumpkin,27
19-01-2023,Pumpkin,27
20-01-2023,Pumpkin,24
21-01-2023,Pumpkin,27
22-01-2023,Pumpkin,27
23-01-2023,Pumpkin,27
24-01-2023,Pumpkin,27
25-01-2023,Pumpkin,27
26-01-2023,Pumpkin,27
27-01-2023,Pumpkin,27
28-01-2023,Pumpkin,26
29-01-2023,Pumpkin,26
30-01-2023,Pumpkin,26
31-01-2023,Pumpkin,27
01-02-2023,Pumpkin,27
02-02-2023,Pumpkin,27
03-02-2023,Pumpkin,27
04-02-2023,Pumpkin,27
05-02-2023,Pumpkin,27
06-02-2023,Pumpkin,24
07-02-2023,Pumpkin,24
08-02-2023,Pumpkin,24
09-02-2023,Pumpkin,22
10-02-2023,Pumpkin,22
11-02-2023,Pumpkin,22
12-02-2023,Pumpkin,23
13-02-2023,Pumpkin,23
14-02-2023,Pumpkin,23
15-02-2023,Pumpkin,23
16-02-2023,Pumpkin,22
17-02-2023,Pumpkin,22
18-02-2023,Pumpkin,22
19-02-2023,Pumpkin,22
20-02-2023,Pumpkin,22
21-02-2023,Pumpkin,22
22-02-2023,Pumpkin,22
23-02-2023,Pumpkin,23
24-02-2023,Pumpkin,23
25-02-2023,Pumpkin,21
26-02-2023,Pumpkin,21
27-02-2023,Pumpkin,21
28-02-2023,Pumpkin,22
01-03-2023,Pumpkin,22
02-03-2023,Pumpkin,22
03-03-2023,Pumpkin,22
04-03-2023,Pumpkin,20
05-03-2023,Pumpkin,20
06-03-2023,Pumpkin,20
07-03-2023,Pumpkin,20
08-03-2023,Pumpkin,20
09-03-2023,Pumpkin,20
10-03-2023,Pumpkin,21
11-03-2023,Pumpkin,21
12-03-2023,Pumpkin,21
13-03-2023,Pumpkin,21
14-03-2023,Pumpkin,21
15-03-2023,Pumpkin,21
16-03-2023,Pumpkin,21
17-03-2023,Pumpkin,22
18-03-2023,Pumpkin,22
19-03-2023,Pumpkin,22
20-03-2023,Pumpkin,22
21-03-2023,Pumpkin,22
22-03-2023,Pumpkin,22
23-03-2023,Pumpkin,22
24-03-2023,Pumpkin,21
25-03-2023,Pumpkin,21
26-03-2023,Pumpkin,20
27-03-2023,Pumpkin,20
28-03-2023,Pumpkin,20
29-03-2023,Pumpkin,24
30-03-2023,Pumpkin,24
31-03-2023,Pumpkin,24
01-02-2022,Radish,24
02-02-2022,Radish,23
03-02-2022,Radish,23
04-02-2022,Radish,23
05-02-2022,Radish,20
06-02-2022,Radish,20
07-02-2022,Radish,20
08-02-2022,Radish,24
09-02-2022,Radish,24
10-02-2022,Radish,24
11-02-2022,Radish,24
12-02-2022,Radish,28
13-02-2022,Radish,28
14-02-2022,Radish,25
15-02-2022,Radish,25
16-02-2022,Radish,25
17-02-2022,Radish,27
18-02-2022,Radish,27
19-02-2022,Radish,27
20-02-2022,Radish,28
21-02-2022,Radish,28
22-02-2022,Radish,28
23-02-2022,Radish,28
24-02-2022,Radish,28
25-02-2022,Radish,28
26-02-2022,Radish,28
27-02-2022,Radish,28
28-02-2022,Radish,21
01-03-2022,Radish,21
02-03-2022,Radish,21
03-03-2022,Radish,21
04-03-2022,Radish,21
05-03-2022,Radish,21
06-03-2022,Radish,21
07-03-2022,Radish,18
08-03-2022,Radish,18
09-03-2022,Radish,22
10-03-2022,Radish,22
11-03-2022,Radish,22
12-03-2022,Radish,22
13-03-2022,Radish,22
14-03-2022,Radish,20
15-03-2022,Radish,20
16-03-2022,Radish,20
17-03-2022,Radish,20
18-03-2022,Radish,20
19-03-2022,Radish,20
20-03-2022,Radish,19
21-03-2022,Radish,19
22-03-2022,Radish,21
23-03-2022,Radish,21
24-03-2022,Radish,21
25-03-2022,Radish,18
26-03-2022,Radish,18
27-03-2022,Radish,18
28-03-2022,Radish,19
29-03-2022,Radish,19
30-03-2022,Radish,19
31-03-2022,Radish,19
01-04-2022,Radish,22
02-04-2022,Radish,22
03-04-2022,Radish,22
04-04-2022,Radish,19
05-04-2022,Radish,19
06-04-2022,Radish,19
07-04-2022,Radish,22
08-04-2022,Radish,22
09-04-2022,Radish,22
10-04-2022,Radish,18
11-04-2022,Radish,18
12-04-2022,Radish,18
13-04-2022,Radish,19
14-04-2022,Radish,19
15-04-2022,Radish,19
16-04-2022,Radish,19
17-04-2022,Radish,18
18-04-2022,Radish,18
19-04-2022,Radish,18
20-04-2022,Radish,18
21-04-2022,Radish,18
22-04-2022,Radish,18
23-04-2022,Radish,18
24-04-2022,Radish,22
25-04-2022,Radish,22
26-04-2022,Radish,22
27-04-2022,Radish,21
28-04-2022,Radish,21
29-04-2022,Radish,21
30-04-2022,Radish,24
01-05-2022,Radish,24
02-05-2022,Radish,21
03-05-2022,Radish,21
04-05-2022,Radish,21
05-05-2022,Radish,23
06-05-2022,Radish,23
07-05-2022,Radish,23
08-05-2022,Radish,21
09-05-2022,Radish,21
10-05-2022,Radish,21
11-05-2022,Radish,20
12-05-2022,Radish,20
13-05-2022,Radish,20
14-05-2022,Radish,20
15-05-2022,Radish,22
16-05-2022,Radish,22
17-05-2022,Radish,22
18-05-2022,Radish,20
19-05-2022,Radish,20
20-05-2022,Radish,20
21-05-2022,Radish,26
22-05-2022,Radish,26
23-05-2022,Radish,26
24-05-2022,Radish,26
25-05-2022,Radish,24
26-05-2022,Radish,24
27-05-2022,Radish,24
28-05-2022,Radish,22
29-05-2022,Radish,22
30-05-2022,Radish,22
31-05-2022,Radish,22
01-06-2022,Radish,24
02-06-2022,Radish,24
03-06-2022,Radish,24
04-06-2022,Radish,22
05-06-2022,Radish,22
06-06-2022,Radish,22
07-06-2022,Radish,24
08-06-2022,Radish,24
09-06-2022,Radish,24
10-06-2022,Radish,24
11-06-2022,Radish,25
12-06-2022,Radish,25
13-06-2022,Radish,25
14-06-2022,Radish,29
